id,title,company,experience,salary,location,description,url,role,skills,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
532,Quantitive Researcher-HFT,Findoc Investmart,2 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",Responsibilities :-,https://www.naukri.com/job-listings-quantitive-researcher-hft-findoc-finvest-private-limited-gurugram-2-to-3-years-160425503053,NLP Researcher,"Computer science, Health insurance, Data analysis, C++, Quantitative research, Analytical, Programming, Wellness, MATLAB, Python",,,,2.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune","Computer Science, Health Insurance, Data Analysis, C++, Quantitative Research, Analytical, Programming, Wellness, Matlab, Python"
533,Researcher: Performance-Optimized Numerical Algorithms,Robert Bosch Engineering and Business Solutions Private Limited,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hosur, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-researcher-performance-optimized-numerical-algorithms-robert-bosch-engineering-and-business-solutions-private-limited-hosur-bengaluru-3-to-8-years-150525501815,NLP Researcher,"RTOS, C++, Mechatronics, Simulation, Aerospace, GCP, thermal, Simulink, MATLAB, Python",,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Rtos, C++, Mechatronics, Simulation, Aerospace, Gcp, Thermal, Simulink, Matlab, Python"
534,Vulnerability Researcher Browser,Secfence Technologies,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-vulnerability-researcher-browser-secfence-technologies-new-delhi-2-to-7-years-150323500100,NLP Researcher,"C++, Reverse engineering, Javascript, HTML, Vulnerability, ARM",,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","C++, Reverse Engineering, Javascript, Html, Vulnerability, Arm"
535,Vulnerability Researcher Android,Secfence Technologies,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-vulnerability-researcher-android-secfence-technologies-new-delhi-2-to-7-years-150323500099,NLP Researcher,"C++, Reverse engineering, Linux kernel, Javascript, Vulnerability, SDK, ARM, Ruby, Python, android development",,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","C++, Reverse Engineering, Linux Kernel, Javascript, Vulnerability, Sdk, Arm, Ruby, Python, Android Development"
536,Researcher,Inspire Films,1 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-researcher-inspire-films-mumbai-1-to-5-years-141124505826,NLP Researcher,Journalism,,,,3.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",Journalism
537,Equity Portfolio Researcher,Millennium Management,1 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-equity-portfolio-researcher-millennium-management-llc-mumbai-1-to-4-years-141024502580,NLP Researcher,"Bloomberg, risk modeling, Equity, Programming, Risk management, Portfolio management, Analytics, Monitoring, SQL, Python",,,,2.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Bloomberg, Risk Modeling, Equity, Programming, Risk Management, Portfolio Management, Analytics, Monitoring, Sql, Python"
538,Finance Researcher,1 Finance,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-finance-researcher-1-finance-mumbai-3-to-8-years-140524501881,NLP Researcher,"Financial statements, Financial markets, Analytical, Investment strategies, Agile, Research, Risk management, Forecasting, Financial modelling, Investment",,,,5.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Financial Statements, Financial Markets, Analytical, Investment Strategies, Agile, Research, Risk Management, Forecasting, Financial Modelling, Investment"
539,Crypto Alpha Researcher,Alphagrep Securities,1 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-crypto-alpha-researcher-alphagrep-securities-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-2-years-140324501612,NLP Researcher,"Computer science, Due diligence, Focus, Cash flow, Feasibility analysis, Research, Research Analyst, Financial modelling, Investment",,,,1.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Due Diligence, Focus, Cash Flow, Feasibility Analysis, Research, Research Analyst, Financial Modelling, Investment"
540,Computer Vision Researcher (3D),Spyne,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-computer-vision-researcher-3d-spyne-gurugram-1-to-3-years-130325504405,NLP Researcher,"Computer science, C++, Automation, Debugging, Agile, Mentor, JIRA, Automotive, CRM, Python",,,,2.0,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune","Computer Science, C++, Automation, Debugging, Agile, Mentor, Jira, Automotive, Crm, Python"
541,Music Informatics Researcher,Aiva,0 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Medinipur","We? ?are? ?looking? ?for? ?a? ?candidate? ?with? ?a? ?strong? ?knowledge? ?of? ?music? ?theory? ?and? ?representation,? ?as? ?well? ?as? ?statistical expertise.? ?The? ?candidate? ?should? ?have? ?experience? ?modelling? ?and? ?generating? ?music? ?at? ?the? ?symbolic? ?level.? ?Familiarity with? ?modern? ?machine? ?learning? ?tools? ?is? ?strongly? ?preferred.",https://www.naukri.com/job-listings-music-informatics-researcher-aiva-technologies-medinipur-0-to-3-years-130223501683,NLP Researcher,informatics,,,,1.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",Informatics
542,Inventive Researcher,361minds,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-inventive-researcher-361-degree-minds-consulting-pvt-ltd-chennai-2-to-5-years-121118500688,NLP Researcher,Inventive Researcher,,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",Inventive Researcher
543,Management Researcher & Expert,Zucol Services,1 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Indore",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-management-researcher-expert-zucol-pvt-ltd-indore-1-to-4-years-120325502882,NLP Researcher,"Content writing, Management, Research, Proof reading, Search engine optimization",,,,2.5,"Chennai, Delhi, Hyderabad, Indore, Mumbai, Pune","Content Writing, Management, Research, Proof Reading, Search Engine Optimization"
544,Quant Researcher,Divya Portfolio,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-quant-researcher-divya-portfolio-private-limited-new-delhi-2-to-7-years-111224502918,NLP Researcher,"C++, MIN",,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","C++, Min"
545,Quant Researcher,Quantizer Research,1 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-quant-researcher-quantizer-research-new-delhi-1-to-2-years-110425502620,NLP Researcher,"NSE, Data analysis, C++, Quantitative research, Stock exchange, Machine learning, market data, Research, Internship, Financial services",,,,1.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Nse, Data Analysis, C++, Quantitative Research, Stock Exchange, Machine Learning, Market Data, Research, Internship, Financial Services"
546,EHS/ESG Researcher- Gurugram (India),Environmental Resources Management (ERM),2 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",Overview:,https://www.naukri.com/job-listings-ehs-esg-researcher-gurugram-india-erm-india-private-limited-new-delhi-2-to-6-years-110325502009,NLP Researcher,"Mining, EHS, ERM, Due diligence, Environmental science, Finance, Consulting, Venture capital, Legal, Operations",,,,4.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Mining, Ehs, Erm, Due Diligence, Environmental Science, Finance, Consulting, Venture Capital, Legal, Operations"
547,Researchers -,Matrize News Communications,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Noida",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-researchers-matrize-news-communications-noida-1-to-3-years-101224500466,NLP Researcher,"Research, MS Office, WiFi",,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Noida, Pune","Research, Ms Office, Wifi"
548,Researchers - Smart Devices - (Multiple Verticals),see Beyond Technologies,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-researchers-smart-devices-multiple-verticals-see-beyond-technologies-pvt-ltd-bengaluru-2-to-5-years-101117500015,NLP Researcher,"Analytical, Writing, Problem, Research, MSC, Lab, Cell, Business Executive",,,,3.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Analytical, Writing, Problem, Research, Msc, Lab, Cell, Business Executive"
549,Tele Researcher,Campaign Burst,1 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-tele-researcher-campaign-burst-chennai-1-to-6-years-090923500105,NLP Researcher,"Analytical skills, Customer service, Research, Web research",,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Analytical Skills, Customer Service, Research, Web Research"
550,Spanish Researcher,"Owens Asia,Inc",1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Thane",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-spanish-researcher-owens-asia-inc-thane-1-to-3-years-090425501970,NLP Researcher,"Analytical skills, Administration, Interpersonal skills, Law enforcement, HP data protector, Legal, Spanish, Research, Recruitment",,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Analytical Skills, Administration, Interpersonal Skills, Law Enforcement, Hp Data Protector, Legal, Spanish, Research, Recruitment"
551,Malware Researcher,Swiftsafe,2 - 3 years,Not Disclosed,Remote,"We are seeking a talented, passionate Security nerd for our Security team. Were looking for a highly motivated person with proven security skills to tackle advanced persistent threats, intuitive user experiences across to create a secure infrastructure that provides a seamless customer experience.",https://www.naukri.com/job-listings-malware-researcher-swiftsafe-remote-2-to-3-years-090224500623,NLP Researcher,"Change management, Adobe Premiere Pro, Illustrator, SOC, Debugging, Vulnerability, Adobe After Effects, Data mining, WindBG, Vulnerability assessment",,,,2.5,Remote,"Change Management, Adobe Premiere Pro, Illustrator, Soc, Debugging, Vulnerability, Adobe After Effects, Data Mining, Windbg, Vulnerability Assessment"
552,Researcher - Formula Development,Rapsys Tech Solutions Pvt Ltd,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai, Navi Mumbai",DETAILED RESPONSIBILITIES (NON-CONCLUSIVE),https://www.naukri.com/job-listings-researcher-formula-development-rapsys-tech-solutions-pvt-ltd-mumbai-navi-mumbai-3-to-8-years-071223501087,NLP Researcher,"Supply chain, Organic chemistry, Field Sales Executive, Project management, Pharma, Workflow, FMCG, Management, Monitoring, Analytics",,,,5.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Supply Chain, Organic Chemistry, Field Sales Executive, Project Management, Pharma, Workflow, Fmcg, Management, Monitoring, Analytics"
553,Social Science Researcher (NRM and Climate Change Adaptation),WOTR,7 - 12 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-social-science-researcher-nrm-and-climate-change-adaptation-wotr-pune-7-to-12-years-071124502937,NLP Researcher,"Qualitative research, Natural resource management, Training, Civil, Social science, Sociology, Research, Sustainable development, environmental studies",,,,9.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Qualitative Research, Natural Resource Management, Training, Civil, Social Science, Sociology, Research, Sustainable Development, Environmental Studies"
554,Finance Researcher,1 Finance,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-finance-researcher-1-finance-mumbai-1-to-3-years-070125505318,NLP Researcher,"Financial statements, Financial markets, Analytical, Finance, Investment strategies, Agile, Research, Risk management, Financial modelling, Forecasting",,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Financial Statements, Financial Markets, Analytical, Finance, Investment Strategies, Agile, Research, Risk Management, Financial Modelling, Forecasting"
555,Researcher,Mantran,2 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-researcher-mantran-bengaluru-2-to-4-years-060624500382,NLP Researcher,Researcher,,,,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",Researcher
556,,,,,,,https://www.naukri.com/job-listings-information-researcher-the-economist-group-ltd-gurugram-4-to-5-years-060525503485,NLP Researcher,,,,,,,
557,Quant researchers,Vox Populi,2 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai, Gurugram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-quant-researchers-vox-populi-research-mumbai-gurugram-2-to-4-years-060325503747,NLP Researcher,"auto level, project management, proposal writing, rfx, business analysis, business development, teaching, market research, presales, autocad, research, bid management, secondary research, requirement gathering, proposal management, rfi, survey, rfq, rfp",,,,3.0,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune","Auto Level, Project Management, Proposal Writing, Rfx, Business Analysis, Business Development, Teaching, Market Research, Presales, Autocad, Research, Bid Management, Secondary Research, Requirement Gathering, Proposal Management, Rfi, Survey, Rfq, Rfp"
558,Researcher,GD Research Center (GDRC),0 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-researcher-gd-research-center-pvt-ltd-hyderabad-0-to-3-years-050722501816,NLP Researcher,"Analytical skills, Excel, Finance, Venture capital, Manager Technology, M&A, Data analytics, Secondary research, Private equity",,,,1.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Analytical Skills, Excel, Finance, Venture Capital, Manager Technology, M&A, Data Analytics, Secondary Research, Private Equity"
559,Researcher,Systools Software,1 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-researcher-systools-new-delhi-1-to-2-years-050424501532,NLP Researcher,"Data research, Artificial Intelligence, Manager Technology, Research, big data, Mobile computing",,,,1.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Data Research, Artificial Intelligence, Manager Technology, Research, Big Data, Mobile Computing"
560,Quant Researcher,Quantinsti Quantitative Learning,4 - 6 years,Not Disclosed,Remote,Responsibilities:,https://www.naukri.com/job-listings-quant-researcher-quantinsti-quantitative-learning-pvt-ltd-remote-4-to-6-years-050225504960,NLP Researcher,"Computer science, Financial markets, data science, Financial Instruments, Machine learning, Electronics, Manager Technology, Econometrics, Statistics, Python",,,,5.0,Remote,"Computer Science, Financial Markets, Data Science, Financial Instruments, Machine Learning, Electronics, Manager Technology, Econometrics, Statistics, Python"
561,Crypto Researcher,Sheesha Finance,2 - 4 years,Not Disclosed,Remote,"You will be joining a high intensity team that pride themselves on high quality output and Research. Guided by the Chief Investment Officer with over 15 years of experience, the team of 4 individuals continue to build up a wealth of knowledge in an ever-changing blockchain landscape.",https://www.naukri.com/job-listings-crypto-researcher-sheesha-finance-remote-2-to-4-years-050123502094,NLP Researcher,"Project evaluation, Due diligence, Analytical, Venture capital, Protocol development, Manager Technology, Research, Business intelligence, Investment",,,,3.0,Remote,"Project Evaluation, Due Diligence, Analytical, Venture Capital, Protocol Development, Manager Technology, Research, Business Intelligence, Investment"
562,National Policy Researcher,Rakshak Foundation,1 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",Required Skills,https://www.naukri.com/job-listings-national-policy-researcher-rakshak-foundation-new-delhi-1-to-5-years-041022500469,NLP Researcher,"Administration, Data analysis, Public relations, Social research, Intern, Organizational development, Relationship building, Fund raising, Internship, Operations",,,,3.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Administration, Data Analysis, Public Relations, Social Research, Intern, Organizational Development, Relationship Building, Fund Raising, Internship, Operations"
563,VAPT Researcher,Cyfirma India,6 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Responsibilities,https://www.naukri.com/job-listings-vapt-researcher-cyfirma-india-private-limited-bengaluru-6-to-10-years-040722501143,NLP Researcher,"Computer science, remediation, Linux, Analytical, Active directory, DNS, Vulnerability, IPS, Vulnerability assessment, Firewall",,,,8.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Remediation, Linux, Analytical, Active Directory, Dns, Vulnerability, Ips, Vulnerability Assessment, Firewall"
564,Politcal researcher,iTV Network,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-politcal-researcher-itv-network-new-delhi-5-to-10-years-031023500184,NLP Researcher,"Data analysis, Programming, Database, Broadcasting, Research",,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Data Analysis, Programming, Database, Broadcasting, Research"
565,Quant Researcher,SKS Enterpprises,2 - 5 years,Not Disclosed,Bengaluru,"We are seeking a highly motivated    Quantitative Researcher    to join our investment management team in Bengaluru. The role involves developing and implementing quantitative models, conducting research on financial markets, and leveraging data-driven insights to enhance investment strategies.",https://www.naukri.com/job-listings-quant-researcher-sks-enterpprises-bengaluru-2-to-5-years-030425502339,NLP Researcher,"matlab, python, c++, bigdata frameworks, investment, algorithmic trading, machine learning, research, nosql, sql, r, econometrics, data science, portfolio, quantitative, financial modelling, quantitative research, programming, statistics",,,,3.5,Bengaluru,"Matlab, Python, C++, Bigdata Frameworks, Investment, Algorithmic Trading, Machine Learning, Research, Nosql, Sql, R, Econometrics, Data Science, Portfolio, Quantitative, Financial Modelling, Quantitative Research, Programming, Statistics"
566,Calling Researcher,Accurate Background,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Thane",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-calling-researcher-accurate-background-thane-1-to-3-years-030325502294,NLP Researcher,"Loss prevention, Time management, Analytical, Finance, Internet research, HR, MS Word, Room, Monitoring, Investment",,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Loss Prevention, Time Management, Analytical, Finance, Internet Research, Hr, Ms Word, Room, Monitoring, Investment"
567,User Researcher,Changeleaders Consulting,5 - 10 years,9-16 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bhopal",Required Candidate profile,https://www.naukri.com/job-listings-user-researcher-changeleaders-consulting-bhopal-5-to-10-years-130525020493,NLP Researcher,,9.0,16.0,12.0,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
