id,title,company,experience,salary,location,description,url,role,skills,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
388,AI Engineer,Nsquare Xperts,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",,https://www.naukri.com/job-listings-ai-engineer-nsquare-xperts-pune-0-to-1-years-250325010787,AI Engineer,,,,,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
389,AI Ops Engineer,Posted by JoulestoWatts,3 - 8 years,5-10 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Role & responsibilities,https://www.naukri.com/job-listings-ai-ops-engineer-joulestowatts-bengaluru-3-to-8-years-300525000004,AI Engineer,,5.0,10.0,7.0,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
390,AI Engineer,IBM,1 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-ai-engineer-ibm-india-pvt-limited-bengaluru-1-to-5-years-120525912854,AI Engineer,,,,,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
391,Gen AI engineer,Siemens,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Overview,https://www.naukri.com/job-listings-gen-ai-engineer-siemens-limited-bengaluru-5-to-10-years-220525915588,AI Engineer,,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
392,Gen AI Engineer,Cognizant,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad, Pune, Chennai",Role: Gen AI Engineer,https://www.naukri.com/job-listings-gen-ai-engineer-cognizant-hyderabad-pune-chennai-5-to-10-years-150525012720,AI Engineer,,,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
393,GEN AI Engineer,Altimetrik,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune, Gurugram, Bengaluru",GEN AI EngineersRole & responsibilities,https://www.naukri.com/job-listings-gen-ai-engineer-altimetrik-pune-gurugram-bengaluru-3-to-8-years-190525014856,AI Engineer,,,,,5.5,"Bengaluru, Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
394,AI Engineer,Vichara Technologies,7 - 12 years,50-60 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune, Bengaluru, Delhi / NCR",Required Candidate profile,https://www.naukri.com/job-listings-ai-engineer-vichara-technologies-pune-bengaluru-delhi-ncr-7-to-12-years-090923004788,AI Engineer,,50.0,60.0,55.0,9.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
395,Lead Gen AI Engineer,Talentico Consultancy Services,9 - 14 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-lead-gen-ai-engineer-talentico-consultancy-services-bengaluru-9-to-14-years-290525027959,AI Engineer,,,,,11.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
396,Lead Gen AI Engineer,Kimberly-Clark Corporation,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-lead-gen-ai-engineer-kimberly-clark-bengaluru-5-to-10-years-220525503743,AI Engineer,"Supply chain, Career development, Automation, orchestration, Prototype, Analytical, Flex, model development, Python",,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Supply Chain, Career Development, Automation, Orchestration, Prototype, Analytical, Flex, Model Development, Python"
397,Lead- AI Engineer,Skytex,5 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-lead-ai-engineer-skat-vyom-bengaluru-5-to-8-years-150425500865,AI Engineer,"Computer science, Computer vision, deep learning, C++, Data analysis, Team management, Machine learning, Manager Technology, Robotics, Python",,,,6.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Computer Vision, Deep Learning, C++, Data Analysis, Team Management, Machine Learning, Manager Technology, Robotics, Python"
398,Hiring -GEN AI/LLM Engineers- only Imm Joiners (Bang/Hyderabad),Posted by Mount Talent Consulting,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad, Pune, Bengaluru",Lead Software Engineer  GenAI Development and Exploration,https://www.naukri.com/job-listings-hiring-gen-ai-llm-engineers-only-imm-joiners-bang-hyderabad-mount-talent-consulting-hyderabad-pune-bengaluru-5-to-10-years-230525000242,AI Engineer,,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
399,Lead AI Engineer,Themathcompany,5 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Required Non Tech Stack,https://www.naukri.com/job-listings-lead-ai-engineer-themathcompany-bengaluru-5-to-9-years-070225501187,AI Engineer,"Version control, NoSQL, Data modeling, Schema, Data structures, Data processing, Data quality, Unit testing, SQL, Python",,,,7.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Version Control, Nosql, Data Modeling, Schema, Data Structures, Data Processing, Data Quality, Unit Testing, Sql, Python"
400,Agentic AI Ops Engineer,Expedite Commerce,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-agentic-ai-ops-engineer-expedite-commerce-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-270525502080,AI Engineer,"Performance tuning, Automation, Backend, Version control, orchestration, Architecture, Debugging, HTTP, Operations, Python",,,,4.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Performance Tuning, Automation, Backend, Version Control, Orchestration, Architecture, Debugging, Http, Operations, Python"
401,Hiring For Business Analyst || Aisle - Info Edge India || Bangalore,Info Edge,3 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Our MissionTo build the most romantic place on the internet.,https://www.naukri.com/job-listings-hiring-for-business-analyst-aisle-info-edge-india-bangalore-info-edge-bengaluru-3-to-4-years-160125015086,Business Analyst,,,,,3.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
402,Business Analyst,Cognizant,6 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",,https://www.naukri.com/job-listings-business-analyst-cognizant-bengaluru-6-to-10-years-050625011179,Business Analyst,"project management, data analysis, analytical, business requirements, strong analytical skills, business solutions, business analysis, solution delivery, business requirement analysis, business process, devops, workflow management, communication skills",,,,8.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Project Management, Data Analysis, Analytical, Business Requirements, Strong Analytical Skills, Business Solutions, Business Analysis, Solution Delivery, Business Requirement Analysis, Business Process, Devops, Workflow Management, Communication Skills"
403,Business Analyst,Aidash Systems,0 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-aidash-gurugram-0-to-3-years-290525501615,Business Analyst,"SAN, Excel, C, Business Analyst, Analytical, Business analytics, Diversity and Inclusion, Manager Technology, SQL, Python",,,,1.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune","San, Excel, C, Business Analyst, Analytical, Business Analytics, Diversity And Inclusion, Manager Technology, Sql, Python"
404,Business Analyst (Fresher)  Pune | Bangalore | Mumbai,Satmat Technologies,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune, Bengaluru, Mumbai (All Areas)",About the Role,https://www.naukri.com/job-listings-business-analyst-fresher-pune-bangalore-mumbai-satmat-technologies-pune-bengaluru-mumbai-all-areas-0-to-1-years-040625013669,Business Analyst,,,,,0.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
405,Business Analyst,TIB Ltd,0 - 2 years,8-10 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",,https://www.naukri.com/job-listings-business-analyst-tib-ltd-hyderabad-0-to-2-years-050625022355,Business Analyst,,8.0,10.0,9.0,1.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
406,Business Analyst,Wipro,3 - 6 years,5-10 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",Responsibilities   -,https://www.naukri.com/job-listings-business-analyst-wipro-gurugram-3-to-6-years-040625018823,Business Analyst,,5.0,10.0,7.0,4.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
407,Urgent Hiring // Business Analyst // Ahmedabad // CARS24,Cars24,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Ahmedabad",What will you drive?,https://www.naukri.com/job-listings-urgent-hiring-business-analyst-ahmedabad-cars24-cars24-ahmedabad-2-to-5-years-040625014761,Business Analyst,,,,,3.5,"Ahmedabad, Chennai, Delhi, Hyderabad, Mumbai, Pune",
408,Business Analyst,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-300525932043,Business Analyst,,,,,17.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
409,"Business Analyst - Inventory Placement, Inventory Placement",Amazon,1 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-business-analyst-inventory-placement-inventory-placement-amazon-development-centre-india-pvt-ltd-bengaluru-1-to-5-years-050625501229,Business Analyst,"Computer science, Automation, SAS, Business analysis, Operations planning, SPSS, Data mining, Macros, SQL, Capacity planning",,,,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Automation, Sas, Business Analysis, Operations Planning, Spss, Data Mining, Macros, Sql, Capacity Planning"
410,"Business Analyst, RBS",Amazon,4 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-business-analyst-rbs-amazon-development-centre-india-pvt-ltd-bengaluru-4-to-9-years-060625501059,Business Analyst,"Supply chain, Computer science, Business process, Automation, Coding, Machine learning, Agile, Ruby, SQL, Python",,,,6.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Supply Chain, Computer Science, Business Process, Automation, Coding, Machine Learning, Agile, Ruby, Sql, Python"
411,Business Analyst,Barclays,0 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-barclays-shared-services-pune-0-to-5-years-060625501867,Business Analyst,"Unix, Change management, Data modeling, XML, Business strategy, Assistant Vice President, Operations, SQL, OTC, Data extraction",,,,2.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Unix, Change Management, Data Modeling, Xml, Business Strategy, Assistant Vice President, Operations, Sql, Otc, Data Extraction"
